事件标题,时间,城市,链接,罪种,置信度
"Polícia recaptura em Novo Progresso, no Pará, foragida acusada de tráfico e ligação com o PCC em Roraima",2026-06-16T18:20:40+00:00,RR / Boa Vista,https://g1.globo.com/pa/para/noticia/2026/06/16/policia-recaptura-em-novo-progresso-no-para-foragida-acusada-de-trafico-e-ligacao-com-o-pcc-em-roraima.ghtml,trafico,85
Parto de leitoa que bateu recorde com 33 filhotes durou 5 horas em granja de MS,2026-06-16T18:19:24+00:00,MS / Campo Grande,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/16/parto-de-leitoa-que-bateu-recorde-com-33-filhotes-durou-5-horas-em-granja-de-ms.ghtml,outros,100
Suspeitos de balear vereador de Mossoró e matar assessor são presos no Ceará,2026-06-16T18:07:52+00:00,CE / Fortaleza,https://g1.globo.com/ce/ceara/noticia/2026/06/16/suspeitos-de-balear-vereador-de-mossoro-e-matar-assessor-sao-presos-no-ceara.ghtml,homicidio,100
Família relata medo após condenado por matar avô fugir de instituto psiquiátrico no RS: 'Até hoje não sei o que foi feito',2026-06-16T18:06:37+00:00,RS / Porto Alegre,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/16/familia-medo-condenado-matar-avo-fugir-de-instituto-psiquiatrico-rs.ghtml,homicidio,95
Ciclista de 18 anos morre após bater em moto e cair em rio no Vale do Mucuri,2026-06-16T18:05:09+00:00,MG / Governador Valadares,https://g1.globo.com/mg/vales-mg/noticia/2026/06/16/ciclista-de-18-anos-morre-apos-bater-em-moto-e-cair-em-rio-no-vale-do-mucuri.ghtml,veiculo,95
Homem é preso por agredir ex-companheira e descumprir medida protetiva em Timon,2026-06-16T18:03:55+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/homem-e-preso-por-agredir-ex-companheira-e-descumprir-medida-protetiva-em-timon.ghtml,violencia,95
Servidoras mortas em ataque são homenageadas com Ordem da Estrela do Acre: 'Gostaria que fosse em vida',2026-06-16T18:02:50+00:00,AC / Rio Branco,https://g1.globo.com/ac/acre/noticia/2026/06/16/servidoras-mortas-em-ataque-sao-homenageadas-com-ordem-da-estrela-do-acre-gostaria-que-fosse-em-vida.ghtml,homicidio,100
"Mulher dada como desaparecida em MG foi morta pelo próprio marido, conclui polícia",2026-06-16T18:01:03+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/16/mulher-dada-como-desaparecida-em-mg-foi-morta-pelo-proprio-marido-conclui-policia.ghtml,homicidio,100
Trabalhador cai em vala e morre soterrado durante obra no centro de Brasília,2026-06-16T18:00:37+00:00,DF / Brasília,https://g1.globo.com/df/distrito-federal/noticia/2026/06/16/trabalhador-morre-soterrado-no-centro-de-brasilia.ghtml,homicidio,85
"Após idoso perder R$ 29 mil em golpe, polícia desarticula esquema interestadual de fraudes eletrônicas",2026-06-16T18:00:08+00:00,SP / São José do Rio Preto,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/16/apos-idoso-perder-r-29-mil-em-golpe-policia-desarticula-esquema-interestadual-de-fraudes-eletronicas.ghtml,fraude,95
Buracos na BR-135 danificam veículos e causam transtornos em Bacabeira,2026-06-16T17:55:50+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/buracos-na-br-135-danificam-veiculos-e-causam-transtornos-em-bacabeira.ghtml,outros,100
"Batida entre caminhão e trem faz motorista ser arremessado para fora de cabine, no PR",2026-06-16T17:54:41+00:00,PR / Curitiba,https://g1.globo.com/pr/norte-noroeste/noticia/2026/06/16/batida-entre-caminhao-e-trem-no-pr.ghtml,homicidio,95
PF prende chefes de quadrilha suspeita de movimentar quase R$ 500 milhões em contrabando de cigarros em MS,2026-06-16T17:49:50+00:00,MS / Campo Grande,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/16/pf-prende-chefes-de-quadrilha-suspeita-de-movimentar-quase-r-500-milhoes-em-contrabando-de-cigarros-em-ms.ghtml,policia,95
Câmara aceita dois pedidos de impeachment contra prefeita afastada de Praia Norte,2026-06-16T17:47:17+00:00,TO / Palmas,https://g1.globo.com/to/tocantins/noticia/2026/06/16/camara-aceita-dois-pedidos-de-impeachment-contra-prefeita-afastada-de-praia-norte.ghtml,fraude,100
'Amapá em Campo': grafite e cultura regional ganham destaque nas obras de Nazareno Senn,2026-06-16T17:38:52+00:00,AP / Macapá,https://g1.globo.com/ap/amapa/noticia/2026/06/16/amapa-em-campo-grafite-e-cultura-regional-ganham-destaque-nas-obras-de-nazareno-senn.ghtml,outros,100
Como está o caso? Dois são condenados por morte de 4 jovens dentro de BMW por inalação de monóxido de carbono em SC,2026-06-16T17:38:43+00:00,SC / Florianópolis,https://g1.globo.com/sc/santa-catarina/noticia/2026/06/16/condenados-morte-quatro-jovens-dentro-de-bmw-monoxido-de-carbono-balneario-camboriu.ghtml,homicidio,100
Homem é morto a facadas e esposa confessa crime em Salvador - Tribuna da Bahia,2026-06-16T17:35:00+00:00,BA / Salvador,https://news.google.com/rss/articles/CBMioAFBVV95cUxPQl9nTndQWXBHZUhsX0otNTl4VDVjMnRMejdzNm5wQ0lxYnRjQk9Bb1V0RHN6WjFfTjRIcG5INXB2VnNKMlFCb2ctQmh6VTRoTW85el9VR2VjcFRqRV9QMnJLU1UxNVFSN0E2QjRZeDdnOXFtRG5Ebi0yMmVuTzN3by1UaTdRVm5zcHhzZ3daam9jZUdxMkk5M3B0QkNpaW90?oc=5,homicidio,100
"Cartas de presos expõem ordens, cobranças, finanças e provocam megaoperação em Blumenau - NSC Total",2026-06-16T17:27:00+00:00,SC / Blumenau,https://news.google.com/rss/articles/CBMivwFBVV95cUxPSUtxeUdRa0oxcXRCRF9yZXhwNXBoclFUa29taldPMTNzTzVDNF9CLTlaRk5qZzJQRWtTUXNiVzBmZndKZncwVjJXZTdyQmJKS3EwMk9ESUtsdGl5R0tzbTJQVk9EeDhZemc2YnVwVFRTZXNQNW1OWk10dmhBREkybjZ5ZzZVREctVjhOVDRqVHFWRk9oS1BvSC0xZHZFdFhJRXVleW1XU0V4VDhYaFVYTFQwM211cjVWeGx0NDNjUQ?oc=5,policia,85
"Advogado e outras oito pessoas são presas por tráfico de drogas; R$ 8,8 milhões em bens são bloqueados",2026-06-16T17:25:38+00:00,RN / Natal,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/16/advogado-e-outras-oito-pessoas-sao-presas-por-trafico-de-drogas-r-88-milhoes-em-bens-sao-bloqueados.ghtml,trafico,95
"Suspeitos de furtar loja em Americana são presos com R$ 4,8 mil em mercadorias",2026-06-16T17:22:08+00:00,SP / Campinas,https://g1.globo.com/sp/campinas-regiao/noticia/2026/06/16/suspeitos-de-furtar-loja-em-americana-sao-presos-com-r-48-mil-em-mercadorias.ghtml,furto,95
"VÍDEO: Jiboia invade casa, sobe em estante e moradora pensa que gato de estimação fazia bagunça no ES",2026-06-16T17:20:46+00:00,ES / Vitória,https://g1.globo.com/es/espirito-santo/noticia/2026/06/16/video-jiboia-invade-casa-sobe-em-estante-e-moradora-pensa-que-gato-de-estimacao-fazia-bagunca-no-es.ghtml,outros,95
Operação 'Black Route' cumpre mandados contra furto de cargas e mira empresa de cereais em Assis,2026-06-16T17:16:33+00:00,SP / Bauru,https://g1.globo.com/sp/bauru-marilia/noticia/2026/06/16/operacao-black-route-cumpre-mandados-contra-furto-de-cargas-e-mira-empresa-de-cereais-em-assis.ghtml,policia,95
"Motorista sem CNH é preso após acidente com morte de trabalhadora rural em Delfinópolis, MG",2026-06-16T17:10:14+00:00,MG / Pouso Alegre,https://g1.globo.com/mg/sul-de-minas/noticia/2026/06/16/ocorrencias-transito.ghtml,homicidio,85
Homem suspeito de vender drogas em posto de combustíveis é preso em Peritoró,2026-06-16T17:07:51+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/homem-suspeito-de-vender-drogas-em-posto-de-combustiveis-e-preso-em-peritoro.ghtml,trafico,100
"Conflitos entre facções criminosas são principal motivação de homicídios no Acre, revela estudo",2026-06-16T17:04:40+00:00,AC / Rio Branco,https://g1.globo.com/ac/acre/noticia/2026/06/16/conflitos-entre-faccoes-criminosas-sao-principal-motivacao-de-homicidios-no-acre-revela-estudo.ghtml,homicidio,100
Adolescente é encontrado morto com sinais de violência em Pacaraima,2026-06-16T17:02:22+00:00,RR / Boa Vista,https://g1.globo.com/rr/roraima/noticia/2026/06/16/adolescente-e-encontrado-morto-com-sinais-de-violencia-em-pacaraima.ghtml,homicidio,95
Cenipa divulga relatório final sobre acidente com foguete Hanbit-Nano em Alcântara,2026-06-16T16:59:37+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/cenipa-divulga-relatorio-final-sobre-acidente-com-foguete-hanbit-nano-em-alcantara.ghtml,outros,95
Mulher espancada por ex em BH divulga vídeo de ameaça recebida após romper noivado,2026-06-16T16:55:01+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/16/mulher-espancada-por-ex-em-bh-divulga-video-de-ameaca-recebida-apos-romper-noivado.ghtml,homicidio,90
Prefeitura compra cestas básicas sem licitação para atender famílias atingidas por temporal em janeiro,2026-06-16T16:52:51+00:00,TO / Palmas,https://g1.globo.com/to/tocantins/noticia/2026/06/16/prefeitura-compra-cestas-basicas-sem-licitacao-para-atender-familias-atingidas-por-temporal-em-janeiro.ghtml,fraude,90
Justiça realiza audiência de caso de grávida encontrada morta após ficar desaparecida em Campos,2026-06-16T16:44:54+00:00,RJ / Campos dos Goytacazes,https://g1.globo.com/rj/norte-fluminense/noticia/2026/06/16/justica-realiza-audiencia-de-caso-de-gravida-desaparecida-e-morta-em-campos.ghtml,homicidio,100
"Intervenção no Consórcio Guaicurus tem integrantes de MT, AL, RJ e um de Campo Grande",2026-06-16T16:44:33+00:00,MS / Campo Grande,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/16/intervencao-no-consorcio-guaicurus-tem-integrantes-de-mt-al-rj-e-um-de-campo-grande.ghtml,fraude,75
Homem inventa roubo para esconder que foi esfaqueado pela esposa em SC - Visor Notícias,2026-06-16T16:42:40+00:00,SC / Blumenau,https://news.google.com/rss/articles/CBMiogFBVV95cUxNUnJLTl9QWUNmS3YxS1pTWEJ6ZEpvdzh4U1BMVDM3ay1veGF4TzZFUDFSQlNMZWJud3BEWGwwZWpiY3RXazJ5TkFORnE0eTlrZTM4UDNZWEwwZ0hDZm04QXluSFVuTU9sT2xXeHNTdUlMa0RzWmRkNmtqclVQUTVZLXVFZWV1ak8zWXltbkgtaUVVVERaX25fanhxRDN3Z2xCbUE?oc=5,violencia,90
Motociclista flagrado em passarela de pedestre ameaça equipe da TV Verdes Mares: 'Vou quebrar essa câmera',2026-06-16T16:36:08+00:00,CE / Fortaleza,https://g1.globo.com/ce/ceara/noticia/2026/06/16/motociclista-flagrado-em-passarela-de-pedestre-ameaca-equipe-da-tv-verdes-mares-vou-quebrar-essa-camera.ghtml,outros,85
Estudantes de 12 anos são atropeladas por caminhão ao atravessar rodovia na frente de escola em SC; VÍDEO,2026-06-16T16:34:42+00:00,SC / Florianópolis,https://g1.globo.com/sc/santa-catarina/noticia/2026/06/16/estudantes-12-anos-atropeladas-caminhao-escola-rodovia-sao-jose-video.ghtml,veiculo,95
"Empresário cai em golpe 'Boa noite, Cinderela' e perde mais de R$ 130 mil; suspeito é preso",2026-06-16T16:32:51+00:00,SP / Santos,https://g1.globo.com/sp/santos-regiao/noticia/2026/06/16/empresario-cai-em-golpe-boa-noite-cinderela-e-perde-r-100-mil-suspeito-e-preso.ghtml,fraude,95
Brigou com a mulher: homem mente ao simular que foi esfaqueado em assalto em Blumenau - ND Mais,2026-06-16T16:32:25+00:00,SC / Blumenau,https://news.google.com/rss/articles/CBMiswFBVV95cUxPRGd3Vi12am1ka0tNdW5YdmlSSGlOQzg5d3VNM01aNU9aaDdiZGpfd19RVDg5dGxZRGpnU2pDN1hkQzVVQXkwZzJoelZVU0xWX25QTXMwdGoyVWhnZ0FRd3h2TGZ0VWdVQkVnTWRPTU1MT1VwTXBZUDhGVU5ET1QwZXlYblY4M1BLSnRSV1NGS0wyVmxvdnlJakVjR2VveFJNNnFMeVBlX0VkR3dnU2lnalZSTQ?oc=5,fraude,95
Jovens são presos com drogas em Paraty,2026-06-16T16:30:08+00:00,RJ / Volta Redonda,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/16/jovens-sao-presos-com-drogas-em-paraty.ghtml,trafico,100
Sobrevivente de acidente com time de basquete lamenta morte dos amigos: 'Estou com saudades',2026-06-16T16:24:45+00:00,CE / Fortaleza,https://g1.globo.com/ce/ceara/cariri/noticia/2026/06/16/sobrevivente-de-acidente-com-time-de-basquete-lamenta-morte-dos-amigos-estou-com-saudades.ghtml,veiculo,95
"VÍDEO: Pai, filhos e sobrinho são presos com emagrecedores escondidos em meias e cuecas no Paraná",2026-06-16T16:15:25+00:00,PR / Curitiba,https://g1.globo.com/pr/oeste-sudoeste/noticia/2026/06/16/pai-filhos-e-sobrinho-sao-presos-com-emagrecedores.ghtml,fraude,85
De pitaya a bolo de churros: o que tem no cardápio de R$ 600 mil do café da manhã dos deputados de MS,2026-06-16T16:13:06+00:00,MS / Campo Grande,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/16/de-pitaya-a-bolo-de-churros-o-que-tem-no-cardapio-de-r-600-mil-do-cafe-da-manha-dos-deputados-de-ms.ghtml,fraude,85
Grupo suspeito de se passar por parentes para aplicar golpes em vítimas é identificado pela polícia,2026-06-16T16:04:35+00:00,TO / Palmas,https://g1.globo.com/to/tocantins/noticia/2026/06/16/grupo-suspeito-de-se-passar-por-parentes-para-aplicar-golpes-em-vitimas-e-identificado-pela-policia.ghtml,fraude,100
Blumenau (SC): Homem inventa roubo para esconder que foi esfaqueado pela própria esposa - Diário do Estado,2026-06-16T16:01:35+00:00,SC / Blumenau,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNNzBVTFdYbTUyazJGRm1mOWdjdkJvMVY3Q0tBd2NHVWM1eFdPZzFjVzVvZjNHZ3VvNnM0alF2bXdOOWthT1A4My05NWNFUmlMajRmX1VKdUpuYXljMklzX0FOdG42QlVvLW9ER1dtYkU4WC1fLUs2R1Q4N25qeTZRdUlVWmZCbkFDYXZZcTlWc3cxRllHUU9nQ05nMkNNaE5BcE5OekE4THZSM0cyZGFuaVQ0aWc4MEFT?oc=5,violencia,95
Sicoob Credisul integra resultado de R$ 600 milhões prospectados na Rondônia Rural Show,2026-06-16T16:01:10+00:00,RO / Porto Velho,https://g1.globo.com/ro/rondonia/especial-publicitario/sicoob-credisul/noticia/2026/06/16/sicoob-credisul-integra-resultado-de-r-600-milhoes-prospectados-na-rondonia-rural-show.ghtml,outros,90
"Tren de Aragua usa Roraima como corredor para tráfico internacional de armas, diz polícia",2026-06-16T15:59:19+00:00,RR / Boa Vista,https://g1.globo.com/rr/roraima/noticia/2026/06/16/tren-de-aragua-usa-roraima-como-corredor-para-trafico-internacional-de-armas-diz-policia.ghtml,faccao,95
"Execução em Divinópolis deixa um morto, dois feridos e termina com veículo incendiado encontrado na zona rural - DiviNews",2026-06-16T15:56:16+00:00,MG / Divinópolis,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPMUZ1VzR4RURJMmRtSmlMOGF0aWpjRmxVZndhUXlkOEpuQkZmMUM1QnZvbWlJOFBMYTYxTEs1a0dQeUtNNGpNbDdRYVEtUkpacmxhRzB6ZnhGVFU2RzlHSFVSNWdpOVpCUVJMRC1WclhxWVFmQ3pXNnJJT3E5NVBLTnl5aEdaQnNxWUVJaDN6bUkxRVRnUVM3WHp3SHBEUWlfSWJpX05QYmZ1dFd2VGM5ZWhBcDFwY051Skc0c3VmWHRMcWN1YjNxNDBxeTlkalJIUnJzZzlXYkw2dw?oc=5,homicidio,100
Inquérito aponta falha de projeto como causa de rompimento de reservatório que destruiu casas e matou idosa em Campina Grande,2026-06-16T15:51:59+00:00,PB / João Pessoa,https://g1.globo.com/pb/paraiba/noticia/2026/06/16/inquerito-aponta-falha-de-projeto-como-causa-de-rompimento-de-reservatorio-que-destruiu-casas-e-matou-idosa-em-campina-grande.ghtml,homicidio,95
Inimiga do povo de São Luís: nem todo crime da Câmara de Vereadores está na página policial - Agência Tambor,2026-06-16T15:51:49+00:00,MA / São Luís,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQOHJkX2JRVXl1ZjlXMHNDVFIwdzFIa2YzTWFYUFZpUGtZdW9JVDdiV2t4bXlMOE1XTUp2Q0lubV9oNzN3Z3o4blJtbjJqRC1OcEt0S2FfdG1aSE9sY2ZfeHlVaHlxcnpOaXR6VTBKcU5jYUV6UUtPYzdLWUduOFhxbFVCcjBxMUpIcFkxZFZTc2xrbm1hM2NVaUtHS0dIMFhjSTNjVHlfdUZjY0RUZkRYUDNSc1JLbGlMMmFPUHV0YW9aN0U1N0sxNDliOVd4QVNmaUJ6a2dZd0lRdjlX?oc=5,fraude,90
Empresário do ramo automotivo morre após bater na traseira de caminhão em rodovia de SC,2026-06-16T15:50:08+00:00,SC / Florianópolis,https://g1.globo.com/sc/santa-catarina/noticia/2026/06/16/empresario-automotivo-morre-batida-traseira-caminhao-icara.ghtml,homicidio,95
"Homem é executado a tiros em Nova Andradina, e polícia investiga possível acerto de contas",2026-06-16T15:50:03+00:00,MS / Campo Grande,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/16/homem-e-executado-a-tiros-em-nova-andradina-e-policia-investiga-possivel-acerto-de-contas.ghtml,homicidio,100
Duas pernas humanas são encontradas dentro de sacola em valão de Vila Velha durante limpeza,2026-06-16T15:48:29+00:00,ES / Vitória,https://g1.globo.com/es/espirito-santo/noticia/2026/06/16/duas-pernas-sao-encontradas-dentro-de-sacola-em-valao-de-vila-velha-durante-limpeza.ghtml,homicidio,100
Zoonoses confirma raiva em morcego encontrado morto dentro de apartamento em Uberlândia,2026-06-16T15:47:31+00:00,MG / Uberlândia,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/06/16/zoonoses-confirma-raiva-em-morcego-encontrado-morto-dentro-de-apartamento-em-uberlandia.ghtml,outros,100
Motociclista morre atropelado por caminhão após cair na pista da BR-101; VÍDEO,2026-06-16T15:47:18+00:00,PE / Recife,https://g1.globo.com/pe/pernambuco/noticia/2026/06/16/motociclista-morre-atropelado-por-caminhao-apos-cair-na-pista-da-br-101-video.ghtml,veiculo,85
Governador Valadares será a nova capital de Minas Gerais nesta semana,2026-06-16T15:44:50+00:00,MG / Governador Valadares,https://g1.globo.com/mg/vales-mg/noticia/2026/06/16/governador-valadares-sera-a-nova-capital-de-minas-gerais-nesta-semana.ghtml,outros,100
Acidente entre carro e caminhão provoca mortes em rodovia de Poço Redondo,2026-06-16T15:42:48+00:00,SE / Aracaju,https://g1.globo.com/se/sergipe/noticia/2026/06/16/acidente-carro-caminhao-rodovia-sergipe.ghtml,veiculo,95
"Municípios do Amapá perdem 15 mil hectares de água em 40 anos, aponta estudo",2026-06-16T15:41:15+00:00,AP / Macapá,https://g1.globo.com/ap/amapa/noticia/2026/06/16/municipios-do-amapa-perdem-15-mil-hectares-de-agua-em-40-anos-aponta-estudo.ghtml,outros,95
"'Ele vivia o melhor momento da vida dele', diz padrasto sobre jogador de 17 anos que morreu em acidente com ônibus de time de basquete",2026-06-16T15:40:05+00:00,CE / Fortaleza,https://g1.globo.com/ce/ceara/cariri/noticia/2026/06/16/ele-vivia-o-melhor-momento-da-vida-dele-diz-padrasto-sobre-jogador-de-17-anos-que-morreu-em-acidente-com-onibus-de-time-de-basquete.ghtml,homicidio,95
"Motorista bêbada atropela grávida, foge e é perseguida por moradores até ser presa no Recife; VÍDEO",2026-06-16T15:36:02+00:00,PE / Recife,https://g1.globo.com/pe/pernambuco/noticia/2026/06/16/motorista-bebada-atropela-gravida-foge-e-e-perseguida-por-moradores-ate-ser-presa-no-recife-video.ghtml,outros,85
Mulher é esfaqueada pelo ex-companheiro em Colinas; suspeito está foragido,2026-06-16T15:24:33+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/mulher-e-esfaqueada-pelo-ex-companheiro-em-colinas-suspeito-esta-foragido.ghtml,violencia,95
Morte de peixes em duas lagoas de São Gonçalo do Pará é investigada,2026-06-16T15:22:56+00:00,MG / São Gonçalo,https://g1.globo.com/mg/centro-oeste/noticia/2026/06/16/morte-de-peixes-em-duas-lagoas-de-sao-goncalo-do-para-e-investigada.ghtml,outros,100
Homem inventa roubo em SC para esconder que levou facadas da esposa por causa de ciúmes,2026-06-16T15:20:11+00:00,SC / Florianópolis,https://g1.globo.com/sc/santa-catarina/noticia/2026/06/16/homem-inventa-roubo-para-esconder-facadas-da-esposa-blumenau.ghtml,violencia,95
Homem inventa roubo em SC para esconder que levou facadas da esposa por causa de ciúmes - G1,2026-06-16T15:20:11+00:00,SC / Blumenau,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPSTkwbjhuekNab3EwanhIakZ0WWM4a1QxWW5XNFV4MWNwVFlHS2kxSE1KZjN1M3pLczh5TGdCOU5lQWlJZFBRUDUwTnJKV3pILV9kNGUzemRyYURUWlp3aGlxRW5WQUZwdDEzNWZ2UEF5eFYwMXJRRU5GTVhzTl9ERm1mcFk4R0FSVkdOQlcyQW01cUlsSkFCdnRRYlhCaVlTeTY1NXE0VjRnb0Q5NDBDWHA2Zm5ORkN2cVJ4RkJ5b3lkd9IB0AFBVV95cUxQTkZJWGtXUVQzX0gwOUVxbm01YVIzVy16blRDcXdheWRnSThFN1dQcDNQeWo5eTctT0FHcldza0ltQzhYV090V3BKWmFfQ1NTazlYcW5XS2NQRFhmRnJMa19rdUhxTkJLNGhKNEt6UnllV0dhcy13S1pRWUtlM2xlNFJ6Q25GOEVlMnl2dk9VRUtsVU1tMmEwY0lGcGRMc0d0eDFTUWt2NmdrNzJob25abFU5c2Y2ZFQ5eUx4VE1OYnlmejlsRU9JRTZmbVk3Zkh5?oc=5,violencia,90
Acidente entre viatura dos bombeiros e carro deixa dois mortos no RS,2026-06-16T15:18:14+00:00,RS / Porto Alegre,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/16/acidente-entre-viatura-dos-bombeiros-e-carro-deixa-dois-mortos-no-rs.ghtml,homicidio,95
Brasileiro morre em acidente nos EUA pouco tempo depois de conquistar o green card,2026-06-16T15:17:07+00:00,RO / Porto Velho,https://g1.globo.com/ro/rondonia/noticia/2026/06/16/brasileiro-morre-em-acidente-nos-eua-pouco-tempo-depois-de-conquistar-o-green-card.ghtml,homicidio,95
"Caminhão se solta de plataforma, esmaga cabine de veículo que realizava o transporte dele e passageiro morre, no Paraná",2026-06-16T15:17:04+00:00,PR / Curitiba,https://g1.globo.com/pr/norte-noroeste/noticia/2026/06/16/acidente-bela-vista-do-paraiso-warta-caminhao.ghtml,homicidio,95
Morre uma das vítimas de atropelamento na Orla de Petrolina,2026-06-16T15:15:31+00:00,PE / Petrolina,https://g1.globo.com/pe/petrolina-regiao/noticia/2026/06/16/morre-uma-das-vitimas-de-atropelamento-na-orla-de-petrolina.ghtml,homicidio,95
"Vereador vítima de atentado foi atingido por dois tiros e ficou com bala alojada na perna, diz polícia",2026-06-16T15:15:14+00:00,RN / Natal,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/16/vereador-baleado-mossoro-investigacao.ghtml,violencia,90
Dupla é presa suspeita de roubar carro de motorista de aplicativo em São Luís,2026-06-16T15:07:03+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/dupla-e-presa-suspeita-de-roubar-carro-de-motorista-de-aplicativo-em-sao-luis.ghtml,roubo,95
Médico psiquiatra acusado de estupro e importunação sexual contra pacientes é condenado a 24 anos de prisão,2026-06-16T15:04:16+00:00,SP / Bauru,https://g1.globo.com/sp/bauru-marilia/noticia/2026/06/16/medico-psiquiatra-acusado-de-estupro-e-importunacao-sexual-contra-pacientes-e-condenado-a-24-anos-de-prisao.ghtml,estupro,100
Operação da Polícia Civil prende mais de 10 pessoas por diversos crimes em João Pessoa,2026-06-16T15:01:30+00:00,PB / João Pessoa,https://g1.globo.com/pb/paraiba/noticia/2026/06/16/operacao-da-policia-civil-prende-mais-de-10-pessoas-por-diversos-crimes-em-joao-pessoa.ghtml,policia,95
"Ciclista morre após ser atropelado por carro na rodovia Duca Serra, no Amapá",2026-06-16T14:59:17+00:00,AP / Macapá,https://g1.globo.com/ap/amapa/noticia/2026/06/16/ciclista-morre-apos-ser-atropelado-por-carro-na-rodovia-duca-serra-no-amapa.ghtml,homicidio,95
Hospitais públicos de Campos e Petrópolis vão receber novos equipamentos para cirurgias,2026-06-16T14:58:15+00:00,RJ / Petrópolis,https://g1.globo.com/rj/norte-fluminense/noticia/2026/06/16/hospitais-publicos-de-campos-e-petropolis-vao-receber-novos-equipamentos-para-cirurgias.ghtml,outros,85
Homem que atirou em cachorro é sargento da PM e vai à polícia prestar depoimento,2026-06-16T14:57:01+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/16/homem-suspeito-de-atirar-em-cachorro-em-bh-e-sargento-da-policia-militar.ghtml,violencia,90
Mulher espancada pelo ex-noivo em BH recebe alta de hospital,2026-06-16T14:55:41+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/16/mulher-espancada-pelo-ex-noivo-em-bh-recebe-de-hospital.ghtml,violencia,95
Exposição gratuita celebra o Dia Internacional das Tartarugas Marinhas em Natal,2026-06-16T14:51:32+00:00,RN / Natal,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/16/exposicao-gratuita-celebra-o-dia-internacional-das-tartarugas-marinhas-em-natal.ghtml,outros,100
"Mecânico do Paraná é preso suspeito de 'inventar problemas' para cobrar mais caro de mulheres e idosos, diz delegado",2026-06-16T14:50:38+00:00,PR / Maringá,https://g1.globo.com/pr/norte-noroeste/noticia/2026/06/16/mecanico-investigado-londrina.ghtml,fraude,100
VÍDEO: Tutor dá chineladas em cão e diz ter se irritado após animal fugir e voltar com mau cheiro em MG,2026-06-16T14:47:26+00:00,MG / Uberlândia,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/06/16/video-tutor-da-chineladas-em-cao-e-diz-ter-se-irritado-apos-animal-fugir-e-voltar-com-mau-cheiro-em-mg.ghtml,outros,95
Homem é preso por matar companheira na frente dos filhos em aldeia indígena de SC,2026-06-16T14:46:43+00:00,SC / Florianópolis,https://g1.globo.com/sc/santa-catarina/noticia/2026/06/16/homem-preso-feminicidio-companheira-na-frente-dos-filhos-aldeia-indigena-sc.ghtml,homicidio,100
"Ossada encontrada em casa comprada em MG é humana, confirma Civil",2026-06-16T14:46:43+00:00,MG / Divinópolis,https://g1.globo.com/mg/centro-oeste/noticia/2026/06/16/ossada-encontrada-em-casa-comprada-em-mg-e-humana-confirma-civil.ghtml,homicidio,95
Roupas sujas de sangue e ferimento na mão levaram a polícia a prender genro por morte da sogra em SP; entenda,2026-06-16T14:45:07+00:00,SP / Ribeirão Preto,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2026/06/16/roupas-sujas-de-sangue-e-ferimento-na-mao-levaram-a-policia-a-prender-genro-por-morte-da-sogra-em-sp-entenda.ghtml,homicidio,100
Homem morre após ser baleado e outras duas pessoas ficam feridas em Divinópolis,2026-06-16T14:34:10+00:00,MG / Divinópolis,https://g1.globo.com/mg/centro-oeste/noticia/2026/06/16/homem-morre-apos-ser-baleado-e-outras-duas-pessoas-ficam-feridas-em-divinopolis.ghtml,homicidio,100
